"market_id","market_name","period","period_index","year","quarter","teen_birth_rate","mtv_rating_pre","unemployment_rate"
"DMA072","メディア市場72","2009 Q2",10,2009,2,42.082,9.6,6.14
"DMA072","メディア市場72","2009 Q3",11,2009,3,40.297,9.6,6.22
"DMA072","メディア市場72","2009 Q4",12,2009,4,41.448,9.6,6.54
"DMA072","メディア市場72","2010 Q1",13,2010,1,42.462,9.6,6.89
"DMA072","メディア市場72","2010 Q2",14,2010,2,42.469,9.6,6.56
"DMA072","メディア市場72","2010 Q3",15,2010,3,42.104,9.6,6.17
"DMA072","メディア市場72","2010 Q4",16,2010,4,41.381,9.6,6.39
"DMA072","メディア市場72","2011 Q1",17,2011,1,40.629,9.6,6.47
"DMA072","メディア市場72","2011 Q2",18,2011,2,40.603,9.6,7.06
"DMA072","メディア市場72","2011 Q3",19,2011,3,40.018,9.6,7.06
"DMA072","メディア市場72","2011 Q4",20,2011,4,41.582,9.6,6.97
"DMA073","メディア市場73","2007 Q1",1,2007,1,41.521,11.64,5.53
"DMA073","メディア市場73","2007 Q2",2,2007,2,40.729,11.64,5.41
"DMA073","メディア市場73","2007 Q3",3,2007,3,38.65,11.64,6.21
"DMA073","メディア市場73","2007 Q4",4,2007,4,41.789,11.64,5.99
"DMA073","メディア市場73","2008 Q1",5,2008,1,41.524,11.64,5.57
"DMA073","メディア市場73","2008 Q2",6,2008,2,38.934,11.64,6.58
"DMA073","メディア市場73","2008 Q3",7,2008,3,38.171,11.64,5.76
"DMA073","メディア市場73","2008 Q4",8,2008,4,39.959,11.64,5.91
"DMA073","メディア市場73","2009 Q1",9,2009,1,40.385,11.64,5.92
"DMA073","メディア市場73","2009 Q2",10,2009,2,40.852,11.64,6.2
"DMA073","メディア市場73","2009 Q3",11,2009,3,39.147,11.64,6.24
"DMA073","メディア市場73","2009 Q4",12,2009,4,38.885,11.64,6.62
"DMA073","メディア市場73","2010 Q1",13,2010,1,40.768,11.64,6.63
"DMA073","メディア市場73","2010 Q2",14,2010,2,37.275,11.64,6.32
"DMA073","メディア市場73","2010 Q3",15,2010,3,37.313,11.64,6.76
"DMA073","メディア市場73","2010 Q4",16,2010,4,38.563,11.64,6.75
"DMA073","メディア市場73","2011 Q1",17,2011,1,39.158,11.64,7.49
"DMA073","メディア市場73","2011 Q2",18,2011,2,38.645,11.64,6.94
"DMA073","メディア市場73","2011 Q3",19,2011,3,37.148,11.64,6.29
"DMA073","メディア市場73","2011 Q4",20,2011,4,36.958,11.64,6.97
"DMA074","メディア市場74","2007 Q1",1,2007,1,40.601,4.96,5.41
"DMA074","メディア市場74","2007 Q2",2,2007,2,38.97,4.96,5.85
"DMA074","メディア市場74","2007 Q3",3,2007,3,39.025,4.96,5.62
"DMA074","メディア市場74","2007 Q4",4,2007,4,38.007,4.96,6.53
"DMA074","メディア市場74","2008 Q1",5,2008,1,38.988,4.96,6.36
"DMA074","メディア市場74","2008 Q2",6,2008,2,37.72,4.96,6.12
"DMA074","メディア市場74","2008 Q3",7,2008,3,38.217,4.96,5.82
"DMA074","メディア市場74","2008 Q4",8,2008,4,37.795,4.96,6.35
"DMA074","メディア市場74","2009 Q1",9,2009,1,38.238,4.96,6.68
"DMA074","メディア市場74","2009 Q2",10,2009,2,37.187,4.96,6.02
"DMA074","メディア市場74","2009 Q3",11,2009,3,37.03,4.96,6.86
"DMA074","メディア市場74","2009 Q4",12,2009,4,38.016,4.96,6.45
"DMA074","メディア市場74","2010 Q1",13,2010,1,37.467,4.96,6.15
"DMA074","メディア市場74","2010 Q2",14,2010,2,39.058,4.96,5.96
"DMA074","メディア市場74","2010 Q3",15,2010,3,39.695,4.96,6.44
"DMA074","メディア市場74","2010 Q4",16,2010,4,38.196,4.96,6.65
"DMA074","メディア市場74","2011 Q1",17,2011,1,38.523,4.96,6.41
"DMA074","メディア市場74","2011 Q2",18,2011,2,39.009,4.96,6.57
"DMA074","メディア市場74","2011 Q3",19,2011,3,38.114,4.96,7.14
"DMA074","メディア市場74","2011 Q4",20,2011,4,37.726,4.96,6.94
"DMA075","メディア市場75","2007 Q1",1,2007,1,44.68,17.31,5.93
"DMA075","メディア市場75","2007 Q2",2,2007,2,43.624,17.31,6.96
"DMA075","メディア市場75","2007 Q3",3,2007,3,42.581,17.31,6.78
"DMA075","メディア市場75","2007 Q4",4,2007,4,42.753,17.31,6.94
"DMA075","メディア市場75","2008 Q1",5,2008,1,41.547,17.31,7.11
"DMA075","メディア市場75","2008 Q2",6,2008,2,42.28,17.31,6.38
"DMA075","メディア市場75","2008 Q3",7,2008,3,42.947,17.31,6.81
"DMA075","メディア市場75","2008 Q4",8,2008,4,42.676,17.31,7.12
"DMA075","メディア市場75","2009 Q1",9,2009,1,43.26,17.31,6.81
"DMA075","メディア市場75","2009 Q2",10,2009,2,40.823,17.31,6.71
"DMA075","メディア市場75","2009 Q3",11,2009,3,41.451,17.31,6.53
"DMA075","メディア市場75","2009 Q4",12,2009,4,41.531,17.31,7.16
"DMA075","メディア市場75","2010 Q1",13,2010,1,40.306,17.31,7.08
"DMA075","メディア市場75","2010 Q2",14,2010,2,40.882,17.31,6.99
"DMA075","メディア市場75","2010 Q3",15,2010,3,38.867,17.31,7.73
"DMA075","メディア市場75","2010 Q4",16,2010,4,37.128,17.31,7.33
"DMA075","メディア市場75","2011 Q1",17,2011,1,40.113,17.31,7.33
"DMA075","メディア市場75","2011 Q2",18,2011,2,38.937,17.31,7.13
"DMA075","メディア市場75","2011 Q3",19,2011,3,38.897,17.31,7.68
"DMA075","メディア市場75","2011 Q4",20,2011,4,37.621,17.31,7.12
"DMA076","メディア市場76","2007 Q1",1,2007,1,40.829,6.03,6.04
"DMA076","メディア市場76","2007 Q2",2,2007,2,39.41,6.03,6.2
"DMA076","メディア市場76","2007 Q3",3,2007,3,40.344,6.03,5.55
"DMA076","メディア市場76","2007 Q4",4,2007,4,40.718,6.03,5.56
"DMA076","メディア市場76","2008 Q1",5,2008,1,39.623,6.03,5.84
"DMA076","メディア市場76","2008 Q2",6,2008,2,40.108,6.03,6.13
"DMA076","メディア市場76","2008 Q3",7,2008,3,38.367,6.03,6.28
"DMA076","メディア市場76","2008 Q4",8,2008,4,36.733,6.03,7.17
"DMA076","メディア市場76","2009 Q1",9,2009,1,38.097,6.03,7.08
"DMA076","メディア市場76","2009 Q2",10,2009,2,37.356,6.03,5.96
"DMA076","メディア市場76","2009 Q3",11,2009,3,37.012,6.03,6.15
"DMA076","メディア市場76","2009 Q4",12,2009,4,37.608,6.03,7.36
"DMA076","メディア市場76","2010 Q1",13,2010,1,39.255,6.03,6.63
"DMA076","メディア市場76","2010 Q2",14,2010,2,37.361,6.03,5.89
"DMA076","メディア市場76","2010 Q3",15,2010,3,37.16,6.03,6.98
"DMA076","メディア市場76","2010 Q4",16,2010,4,38.473,6.03,6.91
"DMA076","メディア市場76","2011 Q1",17,2011,1,38.052,6.03,6.58
"DMA076","メディア市場76","2011 Q2",18,2011,2,37.937,6.03,6.73
"DMA076","メディア市場76","2011 Q3",19,2011,3,37.523,6.03,6.57
"DMA076","メディア市場76","2011 Q4",20,2011,4,38.393,6.03,6.92
"DMA077","メディア市場77","2007 Q1",1,2007,1,47.776,22.39,6.1
"DMA077","メディア市場77","2007 Q2",2,2007,2,45.368,22.39,5.8
"DMA077","メディア市場77","2007 Q3",3,2007,3,44.802,22.39,6.31
"DMA077","メディア市場77","2007 Q4",4,2007,4,45.368,22.39,6.51
"DMA077","メディア市場77","2008 Q1",5,2008,1,44.048,22.39,6.03
"DMA077","メディア市場77","2008 Q2",6,2008,2,46.231,22.39,6.4
"DMA077","メディア市場77","2008 Q3",7,2008,3,45.095,22.39,6.1
"DMA077","メディア市場77","2008 Q4",8,2008,4,43.203,22.39,6.66
"DMA077","メディア市場77","2009 Q1",9,2009,1,43.526,22.39,6.27
"DMA077","メディア市場77","2009 Q2",10,2009,2,45.694,22.39,6.42
"DMA077","メディア市場77","2009 Q3",11,2009,3,45.049,22.39,7.31
"DMA077","メディア市場77","2009 Q4",12,2009,4,44.124,22.39,6.76
"DMA077","メディア市場77","2010 Q1",13,2010,1,43.196,22.39,6.24
"DMA077","メディア市場77","2010 Q2",14,2010,2,41.882,22.39,6.65
"DMA077","メディア市場77","2010 Q3",15,2010,3,41.243,22.39,7.39
"DMA077","メディア市場77","2010 Q4",16,2010,4,41.049,22.39,7.15
"DMA077","メディア市場77","2011 Q1",17,2011,1,41.053,22.39,7.04
"DMA077","メディア市場77","2011 Q2",18,2011,2,42.148,22.39,7.41
"DMA077","メディア市場77","2011 Q3",19,2011,3,39.51,22.39,6.82
"DMA077","メディア市場77","2011 Q4",20,2011,4,39.504,22.39,7.77
"DMA078","メディア市場78","2007 Q1",1,2007,1,44.127,21.08,6.28
"DMA078","メディア市場78","2007 Q2",2,2007,2,44.074,21.08,5.79
"DMA078","メディア市場78","2007 Q3",3,2007,3,45.254,21.08,6.11
"DMA078","メディア市場78","2007 Q4",4,2007,4,45.55,21.08,5.88
"DMA078","メディア市場78","2008 Q1",5,2008,1,43.237,21.08,7.11
"DMA078","メディア市場78","2008 Q2",6,2008,2,43.043,21.08,6.6
"DMA078","メディア市場78","2008 Q3",7,2008,3,42.836,21.08,5.92
"DMA078","メディア市場78","2008 Q4",8,2008,4,42.597,21.08,5.96
"DMA078","メディア市場78","2009 Q1",9,2009,1,43.078,21.08,6.09
"DMA078","メディア市場78","2009 Q2",10,2009,2,42.297,21.08,6.83
"DMA078","メディア市場78","2009 Q3",11,2009,3,42.148,21.08,7.12
"DMA078","メディア市場78","2009 Q4",12,2009,4,41.098,21.08,7.04
"DMA078","メディア市場78","2010 Q1",13,2010,1,40.829,21.08,7.02
"DMA078","メディア市場78","2010 Q2",14,2010,2,39.904,21.08,6.73
"DMA078","メディア市場78","2010 Q3",15,2010,3,38.739,21.08,6.87
"DMA078","メディア市場78","2010 Q4",16,2010,4,39.565,21.08,6.77
"DMA078","メディア市場78","2011 Q1",17,2011,1,40.416,21.08,6.99
"DMA078","メディア市場78","2011 Q2",18,2011,2,40.04,21.08,7.1
"DMA078","メディア市場78","2011 Q3",19,2011,3,38.398,21.08,7.23
"DMA078","メディア市場78","2011 Q4",20,2011,4,38.657,21.08,7.14
"DMA079","メディア市場79","2007 Q1",1,2007,1,47.938,21.86,5.57
"DMA079","メディア市場79","2007 Q2",2,2007,2,47.222,21.86,6.67
"DMA079","メディア市場79","2007 Q3",3,2007,3,48.625,21.86,6.19
"DMA079","メディア市場79","2007 Q4",4,2007,4,48.837,21.86,6.3
"DMA079","メディア市場79","2008 Q1",5,2008,1,46.565,21.86,6.51
"DMA079","メディア市場79","2008 Q2",6,2008,2,47.514,21.86,6.9
"DMA079","メディア市場79","2008 Q3",7,2008,3,47.871,21.86,6.49
"DMA079","メディア市場79","2008 Q4",8,2008,4,45.379,21.86,6.65
"DMA079","メディア市場79","2009 Q1",9,2009,1,46.317,21.86,6.66
"DMA079","メディア市場79","2009 Q2",10,2009,2,47.162,21.86,6.89
"DMA079","メディア市場79","2009 Q3",11,2009,3,45.527,21.86,6.63
"DMA079","メディア市場79","2009 Q4",12,2009,4,46.457,21.86,6.71
"DMA079","メディア市場79","2010 Q1",13,2010,1,43.968,21.86,6.97
"DMA079","メディア市場79","2010 Q2",14,2010,2,43.786,21.86,7.64
"DMA079","メディア市場79","2010 Q3",15,2010,3,42.834,21.86,7.12
"DMA079","メディア市場79","2010 Q4",16,2010,4,44.182,21.86,7.13
"DMA079","メディア市場79","2011 Q1",17,2011,1,43.514,21.86,7.04
"DMA079","メディア市場79","2011 Q2",18,2011,2,40.903,21.86,6.61
"DMA079","メディア市場79","2011 Q3",19,2011,3,39.788,21.86,7.41
"DMA079","メディア市場79","2011 Q4",20,2011,4,42.119,21.86,7.2
"DMA080","メディア市場80","2007 Q1",1,2007,1,39.296,10.38,6.1
"DMA080","メディア市場80","2007 Q2",2,2007,2,38.362,10.38,5.54
"DMA080","メディア市場80","2007 Q3",3,2007,3,38.081,10.38,5.97
"DMA080","メディア市場80","2007 Q4",4,2007,4,37.223,10.38,6.05
"DMA080","メディア市場80","2008 Q1",5,2008,1,38.053,10.38,6.33
"DMA080","メディア市場80","2008 Q2",6,2008,2,36.25,10.38,5.98
"DMA080","メディア市場80","2008 Q3",7,2008,3,38.89,10.38,6.33
"DMA080","メディア市場80","2008 Q4",8,2008,4,37.419,10.38,6.47
"DMA080","メディア市場80","2009 Q1",9,2009,1,37.076,10.38,5.67
"DMA080","メディア市場80","2009 Q2",10,2009,2,36.467,10.38,6.19
"DMA080","メディア市場80","2009 Q3",11,2009,3,35.618,10.38,7.06
"DMA080","メディア市場80","2009 Q4",12,2009,4,35.507,10.38,5.73
"DMA080","メディア市場80","2010 Q1",13,2010,1,35.447,10.38,6.04
"DMA080","メディア市場80","2010 Q2",14,2010,2,37.648,10.38,7.56
"DMA080","メディア市場80","2010 Q3",15,2010,3,35.179,10.38,5.87
"DMA080","メディア市場80","2010 Q4",16,2010,4,34.425,10.38,6.9
"DMA080","メディア市場80","2011 Q1",17,2011,1,35.658,10.38,6.5
"DMA080","メディア市場80","2011 Q2",18,2011,2,35.463,10.38,6.86
"DMA080","メディア市場80","2011 Q3",19,2011,3,35.477,10.38,7.15
"DMA080","メディア市場80","2011 Q4",20,2011,4,36.192,10.38,7.2
